u,v,weight_raw,weight_size_adj,first_collab_date,last_collab_date,recency_weight,roles_overlap,genre_overlap,low_overlap
20244d07-534f-4eff-b4d4-930878889970,54e105a9-4515-47e2-8953-9b5f9cdcbf1c,1,0.166667,1978-01-01,1978-01-01,1.0,0.181818,1.0,0
20244d07-534f-4eff-b4d4-930878889970,e16cc224-7803-46cb-8615-ccf9068199a1,1,0.166667,1978-01-01,1978-01-01,1.0,0.090909,1.0,0
20ed1946-1317-4f9e-ae72-817548b4ace2,54e105a9-4515-47e2-8953-9b5f9cdcbf1c,1,0.166667,1978-01-01,1978-01-01,1.0,0.5,1.0,0
20ed1946-1317-4f9e-ae72-817548b4ace2,e16cc224-7803-46cb-8615-ccf9068199a1,1,0.166667,1978-01-01,1978-01-01,1.0,1.0,1.0,0
54e105a9-4515-47e2-8953-9b5f9cdcbf1c,e16cc224-7803-46cb-8615-ccf9068199a1,1,0.166667,1978-01-01,1978-01-01,1.0,0.5,1.0,0
381086ea-f511-4aba-bdf9-71c753dc5077,3c6a1239-9858-4ec6-8bf2-208fd2659c68,1,0.1,1992-01-01,1992-01-01,0.15749,0.166667,0.0,1
381086ea-f511-4aba-bdf9-71c753dc5077,83cf2a60-3970-445a-bfef-3fdbe2a75f8a,1,0.1,1992-01-01,1992-01-01,0.15749,0.083333,0.0,1
381086ea-f511-4aba-bdf9-71c753dc5077,ccccc434-290b-434b-9ff1-0c9e32a1ac8f,1,0.1,1992-01-01,1992-01-01,0.15749,0.083333,0.0,1
381086ea-f511-4aba-bdf9-71c753dc5077,eb28cee9-090d-4f96-8490-5504180caa45,1,0.1,1992-01-01,1992-01-01,0.15749,0.083333,0.0,1
3c6a1239-9858-4ec6-8bf2-208fd2659c68,83cf2a60-3970-445a-bfef-3fdbe2a75f8a,6,0.6,1992-01-01,2000-01-01,1.0,0.5,1.0,0
3c6a1239-9858-4ec6-8bf2-208fd2659c68,ccccc434-290b-434b-9ff1-0c9e32a1ac8f,6,0.6,1992-01-01,2000-01-01,1.0,0.5,1.0,0
3c6a1239-9858-4ec6-8bf2-208fd2659c68,eb28cee9-090d-4f96-8490-5504180caa45,6,0.6,1992-01-01,2000-01-01,1.0,0.5,1.0,0
83cf2a60-3970-445a-bfef-3fdbe2a75f8a,ccccc434-290b-434b-9ff1-0c9e32a1ac8f,6,0.6,1992-01-01,2000-01-01,1.0,1.0,1.0,0
83cf2a60-3970-445a-bfef-3fdbe2a75f8a,eb28cee9-090d-4f96-8490-5504180caa45,6,0.6,1992-01-01,2000-01-01,1.0,1.0,1.0,0
ccccc434-290b-434b-9ff1-0c9e32a1ac8f,eb28cee9-090d-4f96-8490-5504180caa45,6,0.6,1992-01-01,2000-01-01,1.0,1.0,1.0,0
ccb8f30e-4d71-40c4-8b1d-846dafe73e2c,fd36f43e-5bd1-488e-b844-0e059250ef78,1,1.0,1984-01-01,1984-01-01,1.0,0.428571,0.545455,0
5e645519-a175-4fe0-9a9b-eb9dc9f506b5,650e7db6-b795-4eb5-a702-5ea2fc46c848,1,1.0,1935-01-01,1935-01-01,0.049614,0.142857,1.0,0
54799c0e-eb45-4eea-996d-c4d71a63c499,b342d50e-401c-4c77-b7e4-2b3e7beaf00a,1,0.333333,1936-01-01,1936-01-01,1.0,0.142857,0.0,1
54799c0e-eb45-4eea-996d-c4d71a63c499,f81cf9ba-53fc-4b02-88ca-853689320111,1,0.333333,1936-01-01,1936-01-01,1.0,0.142857,0.0,1
b342d50e-401c-4c77-b7e4-2b3e7beaf00a,f81cf9ba-53fc-4b02-88ca-853689320111,1,0.333333,1936-01-01,1936-01-01,1.0,0.0,0.0,1
3bcb90e6-c8d9-463d-870a-3cc1e480a060,d0693759-d13d-4661-871d-0eb8500acecc,1,1.0,1934-01-01,1934-01-01,1.0,0.0,1.0,0
1036b808-f58c-4a3e-b461-a2c4492ecf1b,23e6234d-d57c-42e4-a7e9-e84e072adb25,1,0.1,2005-01-01,2005-01-01,1.0,0.1,0.0,1
1036b808-f58c-4a3e-b461-a2c4492ecf1b,a13b1d65-ccb3-4934-9bec-5a90f7c23386,1,0.1,2005-01-01,2005-01-01,1.0,0.1,0.0,1
1036b808-f58c-4a3e-b461-a2c4492ecf1b,bab29dd5-510a-4c10-b1f1-657d60a9ee6e,1,0.1,2005-01-01,2005-01-01,0.086898,0.1,0.0,1
1036b808-f58c-4a3e-b461-a2c4492ecf1b,df953bcc-b2c6-4148-a088-18140ebcc647,1,0.1,2005-01-01,2005-01-01,1.0,0.1,0.0,1
23e6234d-d57c-42e4-a7e9-e84e072adb25,a13b1d65-ccb3-4934-9bec-5a90f7c23386,1,0.1,2005-01-01,2005-01-01,1.0,1.0,0.0,0
23e6234d-d57c-42e4-a7e9-e84e072adb25,bab29dd5-510a-4c10-b1f1-657d60a9ee6e,1,0.1,2005-01-01,2005-01-01,1.0,1.0,0.0,0
23e6234d-d57c-42e4-a7e9-e84e072adb25,df953bcc-b2c6-4148-a088-18140ebcc647,1,0.1,2005-01-01,2005-01-01,1.0,1.0,0.0,0
a13b1d65-ccb3-4934-9bec-5a90f7c23386,bab29dd5-510a-4c10-b1f1-657d60a9ee6e,1,0.1,2005-01-01,2005-01-01,1.0,1.0,0.0,0
a13b1d65-ccb3-4934-9bec-5a90f7c23386,df953bcc-b2c6-4148-a088-18140ebcc647,1,0.1,2005-01-01,2005-01-01,1.0,1.0,0.0,0
bab29dd5-510a-4c10-b1f1-657d60a9ee6e,df953bcc-b2c6-4148-a088-18140ebcc647,1,0.1,2005-01-01,2005-01-01,1.0,1.0,0.0,0
1c7a2235-5d08-403b-834a-3f00b7a7736c,d38c64ea-a084-49c5-ac73-f57ef53f1195,1,0.333333,1994-01-01,1994-01-01,1.0,1.0,0.0,0
1c7a2235-5d08-403b-834a-3f00b7a7736c,dbc997aa-da05-4dd3-a36d-a07af8f862d7,1,0.333333,1994-01-01,1994-01-01,1.0,1.0,0.0,0
d38c64ea-a084-49c5-ac73-f57ef53f1195,dbc997aa-da05-4dd3-a36d-a07af8f862d7,1,0.333333,1994-01-01,1994-01-01,1.0,1.0,0.0,0
6ab31970-6077-4906-a185-cbce90c1c8b3,6c447015-044a-4d5f-9521-410e17d46d42,1,0.166667,1996-01-01,1996-01-01,1.0,1.0,0.0,0
6ab31970-6077-4906-a185-cbce90c1c8b3,b5396d77-58c1-4efe-842a-f40e346a9f45,1,0.166667,1996-01-01,1996-01-01,1.0,1.0,0.0,0
6ab31970-6077-4906-a185-cbce90c1c8b3,f94db5b3-9260-4e81-9d35-6806e50c713f,1,0.166667,1996-01-01,1996-01-01,1.0,1.0,0.0,0
6c447015-044a-4d5f-9521-410e17d46d42,b5396d77-58c1-4efe-842a-f40e346a9f45,1,0.166667,1996-01-01,1996-01-01,1.0,1.0,0.0,0
6c447015-044a-4d5f-9521-410e17d46d42,f94db5b3-9260-4e81-9d35-6806e50c713f,1,0.166667,1996-01-01,1996-01-01,1.0,1.0,0.0,0
b5396d77-58c1-4efe-842a-f40e346a9f45,f94db5b3-9260-4e81-9d35-6806e50c713f,1,0.166667,1996-01-01,1996-01-01,1.0,1.0,0.0,0
73e5e69d-3554-40d8-8516-00cb38737a1c,ed2ac1e9-d51d-4eff-a2c2-85e81abd6360,2,2.0,1978-01-01,1979-01-01,1.0,0.333333,0.727273,0
4d5447d7-c61c-4120-ba1b-d7f471d385b9,56a55378-f155-48de-80a5-d80104221267,1,0.333333,1957-01-01,1957-01-01,1.0,0.428571,0.052632,1
4d5447d7-c61c-4120-ba1b-d7f471d385b9,ba550d0e-adac-4864-b88b-407cab5e76af,37,18.166667,1957-01-01,1970-01-01,0.793826,0.478261,1.0,0
56a55378-f155-48de-80a5-d80104221267,ba550d0e-adac-4864-b88b-407cab5e76af,1,0.333333,1957-01-01,1957-01-01,1.0,0.363636,0.052632,1
260b6184-8828-48eb-945c-bc4cb6fc34ca,55bc7f0d-bc56-4a5e-8555-77557bb757cd,1,0.333333,1959-08-01,1959-08-01,1.0,0.090909,0.625,0
260b6184-8828-48eb-945c-bc4cb6fc34ca,f23bf5f5-4246-4e5f-9f8e-6a104a813e23,1,0.333333,1959-08-01,1959-08-01,1.0,0.090909,0.625,0
55bc7f0d-bc56-4a5e-8555-77557bb757cd,f23bf5f5-4246-4e5f-9f8e-6a104a813e23,1,0.333333,1959-08-01,1959-08-01,1.0,1.0,1.0,0
509086c2-9cc8-4e77-89e9-322e34240ffc,65744963-191a-44ef-a3c7-b693a808a158,1,0.1,1935-01-01,1935-01-01,1.0,0.0,1.0,0
509086c2-9cc8-4e77-89e9-322e34240ffc,82953e0d-464a-4fb8-80fc-78dbf8b49b1b,1,0.1,1935-01-01,1935-01-01,1.0,1.0,1.0,0
509086c2-9cc8-4e77-89e9-322e34240ffc,a6de8ef9-b1a1-4756-97aa-481bbb8a4069,1,0.1,1935-01-01,1935-01-01,1.0,0.111111,0.4,1
509086c2-9cc8-4e77-89e9-322e34240ffc,bf23ae35-d26d-4180-b7da-7fc9841b2cd9,1,0.1,1935-01-01,1935-01-01,1.0,1.0,1.0,0
65744963-191a-44ef-a3c7-b693a808a158,82953e0d-464a-4fb8-80fc-78dbf8b49b1b,1,0.1,1935-01-01,1935-01-01,1.0,0.0,1.0,0
65744963-191a-44ef-a3c7-b693a808a158,a6de8ef9-b1a1-4756-97aa-481bbb8a4069,1,0.1,1935-01-01,1935-01-01,1.0,0.111111,0.4,1
65744963-191a-44ef-a3c7-b693a808a158,bf23ae35-d26d-4180-b7da-7fc9841b2cd9,1,0.1,1935-01-01,1935-01-01,1.0,0.0,1.0,0
82953e0d-464a-4fb8-80fc-78dbf8b49b1b,a6de8ef9-b1a1-4756-97aa-481bbb8a4069,1,0.1,1935-01-01,1935-01-01,1.0,0.111111,0.4,1
82953e0d-464a-4fb8-80fc-78dbf8b49b1b,bf23ae35-d26d-4180-b7da-7fc9841b2cd9,1,0.1,1935-01-01,1935-01-01,1.0,1.0,1.0,0
a6de8ef9-b1a1-4756-97aa-481bbb8a4069,bf23ae35-d26d-4180-b7da-7fc9841b2cd9,1,0.1,1935-01-01,1935-01-01,1.0,0.111111,0.4,1
03f8ade0-201a-43ee-90b4-96c36dc591b0,6fca9aa3-8e72-40c0-bac9-7c4b73c9786e,7,0.635714,1997-01-01,2012-06-25,1.0,1.0,0.0,0
03f8ade0-201a-43ee-90b4-96c36dc591b0,7d7a5fdd-0d04-4c36-8bee-906feeae239c,7,0.635714,1997-01-01,2012-06-25,1.0,0.666667,0.0,0
03f8ade0-201a-43ee-90b4-96c36dc591b0,e21857d5-3256-4547-afb3-4b6ded592596,1,0.1,1997-01-01,1997-01-01,1.0,0.222222,0.0,1
03f8ade0-201a-43ee-90b4-96c36dc591b0,fb56cc34-2ab1-4621-ac18-9bf2895e5f4f,7,0.635714,1997-01-01,2012-06-25,1.0,0.666667,0.0,0
6fca9aa3-8e72-40c0-bac9-7c4b73c9786e,7d7a5fdd-0d04-4c36-8bee-906feeae239c,7,0.635714,1997-01-01,2012-06-25,1.0,0.666667,0.0,0
6fca9aa3-8e72-40c0-bac9-7c4b73c9786e,e21857d5-3256-4547-afb3-4b6ded592596,1,0.1,1997-01-01,1997-01-01,1.0,0.222222,0.0,1
6fca9aa3-8e72-40c0-bac9-7c4b73c9786e,fb56cc34-2ab1-4621-ac18-9bf2895e5f4f,7,0.635714,1997-01-01,2012-06-25,1.0,0.666667,0.0,0
7d7a5fdd-0d04-4c36-8bee-906feeae239c,e21857d5-3256-4547-afb3-4b6ded592596,1,0.1,1997-01-01,1997-01-01,1.0,0.333333,0.0,1
7d7a5fdd-0d04-4c36-8bee-906feeae239c,fb56cc34-2ab1-4621-ac18-9bf2895e5f4f,7,0.635714,1997-01-01,2012-06-25,1.0,1.0,0.0,0
e21857d5-3256-4547-afb3-4b6ded592596,fb56cc34-2ab1-4621-ac18-9bf2895e5f4f,1,0.1,1997-01-01,1997-01-01,1.0,0.333333,0.0,1
4d5447d7-c61c-4120-ba1b-d7f471d385b9,b4d32cff-f19e-455f-86c4-f347d824ca61,1,0.333333,1969-01-01,1969-01-01,0.63016,0.230769,0.190476,1
b4d32cff-f19e-455f-86c4-f347d824ca61,ba550d0e-adac-4864-b88b-407cab5e76af,1,0.333333,1969-01-01,1969-01-01,0.049614,0.181818,0.190476,1
54751645-0f65-4529-9526-35285ae252b3,661e20c8-3d82-4da2-94a2-97d9e11691c0,1,0.333333,1971-01-01,1971-01-01,1.0,0.0,0.0,1
54751645-0f65-4529-9526-35285ae252b3,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,1,0.333333,1971-01-01,1971-01-01,1.0,0.2,0.0,1
661e20c8-3d82-4da2-94a2-97d9e11691c0,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,1,0.333333,1971-01-01,1971-01-01,1.0,0.4,0.0,1
31d2041c-985d-48f7-b6e2-2a70cdf14853,3cbfd3e3-6d9b-4327-84ba-42cf646c98f9,1,0.166667,1998-01-01,1998-01-01,1.0,0.333333,0.0,1
31d2041c-985d-48f7-b6e2-2a70cdf14853,5df62a88-cac9-490a-b62c-c7c88f4020f4,1,0.166667,1998-01-01,1998-01-01,1.0,0.125,0.0,1
31d2041c-985d-48f7-b6e2-2a70cdf14853,b3461bc9-768d-40fe-8d47-c93c2c0e2789,1,0.166667,1998-01-01,1998-01-01,1.0,1.0,0.0,0
3cbfd3e3-6d9b-4327-84ba-42cf646c98f9,5df62a88-cac9-490a-b62c-c7c88f4020f4,1,0.166667,1998-01-01,1998-01-01,1.0,0.375,0.0,1
3cbfd3e3-6d9b-4327-84ba-42cf646c98f9,b3461bc9-768d-40fe-8d47-c93c2c0e2789,1,0.166667,1998-01-01,1998-01-01,1.0,0.333333,0.0,1
5df62a88-cac9-490a-b62c-c7c88f4020f4,b3461bc9-768d-40fe-8d47-c93c2c0e2789,1,0.166667,1998-01-01,1998-01-01,1.0,0.125,0.0,1
83e71a21-caf7-4e48-8ff7-6512d51e88a3,b342d50e-401c-4c77-b7e4-2b3e7beaf00a,1,0.333333,1961-01-01,1961-01-01,1.0,0.0,1.0,0
83e71a21-caf7-4e48-8ff7-6512d51e88a3,e520459c-dff4-491d-a6e4-c97be35e0044,1,0.333333,1961-01-01,1961-01-01,1.0,0.125,1.0,0
b342d50e-401c-4c77-b7e4-2b3e7beaf00a,e520459c-dff4-491d-a6e4-c97be35e0044,1,0.333333,1961-01-01,1961-01-01,1.0,0.125,1.0,0
44cf61b8-5197-448a-b82b-cef6ee89fac5,613260c3-d620-4645-94cd-33cd55f29b1e,1,1.0,1966-09-10,1966-09-10,1.0,0.0,0.0,1
4d5447d7-c61c-4120-ba1b-d7f471d385b9,7527f6c2-d762-4b88-b5e2-9244f1e34c46,1,1.0,1971-01-01,1971-01-01,1.0,0.461538,0.052632,1
013fa897-86db-41d3-8e9f-386c8a34f4e6,ff621094-2a76-401f-8398-b75b5fd2be24,9,7.0,1984-01-01,1987-01-01,1.0,0.333333,1.0,0
2b2a7e94-fdc6-4c2e-859c-441faa4089cd,48555d10-ded8-4172-a737-33bffc0125d5,2,0.166667,1987-01-01,1987-01-01,1.0,1.0,1.0,0
2b2a7e94-fdc6-4c2e-859c-441faa4089cd,7d1a1624-784b-4f89-8ff9-b9b493cd059d,2,0.166667,1987-01-01,1987-01-01,1.0,0.5,1.0,0
2b2a7e94-fdc6-4c2e-859c-441faa4089cd,d7557f83-02a4-47c4-b48e-ac9d49f9c92c,2,0.166667,1987-01-01,1987-01-01,1.0,1.0,1.0,0
2b2a7e94-fdc6-4c2e-859c-441faa4089cd,e8c7f193-0db6-4175-a469-ebce1c340429,2,0.166667,1987-01-01,1987-01-01,1.0,1.0,1.0,0
2b2a7e94-fdc6-4c2e-859c-441faa4089cd,f59c5520-5f46-4d2c-b2c4-822eabf53419,1,0.066667,1987-01-01,1987-01-01,1.0,0.125,1.0,0
48555d10-ded8-4172-a737-33bffc0125d5,7d1a1624-784b-4f89-8ff9-b9b493cd059d,2,0.166667,1987-01-01,1987-01-01,1.0,0.5,1.0,0
48555d10-ded8-4172-a737-33bffc0125d5,d7557f83-02a4-47c4-b48e-ac9d49f9c92c,2,0.166667,1987-01-01,1987-01-01,1.0,1.0,1.0,0
48555d10-ded8-4172-a737-33bffc0125d5,e8c7f193-0db6-4175-a469-ebce1c340429,2,0.166667,1987-01-01,1987-01-01,1.0,1.0,1.0,0
48555d10-ded8-4172-a737-33bffc0125d5,f59c5520-5f46-4d2c-b2c4-822eabf53419,1,0.066667,1987-01-01,1987-01-01,1.0,0.125,1.0,0
7d1a1624-784b-4f89-8ff9-b9b493cd059d,d7557f83-02a4-47c4-b48e-ac9d49f9c92c,2,0.166667,1987-01-01,1987-01-01,1.0,0.5,1.0,0
7d1a1624-784b-4f89-8ff9-b9b493cd059d,e8c7f193-0db6-4175-a469-ebce1c340429,2,0.166667,1987-01-01,1987-01-01,1.0,0.5,1.0,0
7d1a1624-784b-4f89-8ff9-b9b493cd059d,f59c5520-5f46-4d2c-b2c4-822eabf53419,1,0.066667,1987-01-01,1987-01-01,1.0,0.25,1.0,0
d7557f83-02a4-47c4-b48e-ac9d49f9c92c,e8c7f193-0db6-4175-a469-ebce1c340429,2,0.166667,1987-01-01,1987-01-01,1.0,1.0,1.0,0
d7557f83-02a4-47c4-b48e-ac9d49f9c92c,f59c5520-5f46-4d2c-b2c4-822eabf53419,1,0.066667,1987-01-01,1987-01-01,1.0,0.125,1.0,0
e8c7f193-0db6-4175-a469-ebce1c340429,f59c5520-5f46-4d2c-b2c4-822eabf53419,1,0.066667,1987-01-01,1987-01-01,1.0,0.125,1.0,0
494e8d09-f85b-4543-892f-a5096aed1cd4,60c05c03-e33e-44a7-bef8-6fb245aaea51,1,0.333333,1994-01-01,1994-01-01,1.0,0.285714,0.714286,0
494e8d09-f85b-4543-892f-a5096aed1cd4,f634fc9c-da81-4627-9913-455d638bbfdf,3,2.333333,1991-01-01,1994-01-01,1.0,0.142857,0.714286,0
60c05c03-e33e-44a7-bef8-6fb245aaea51,f634fc9c-da81-4627-9913-455d638bbfdf,1,0.333333,1994-01-01,1994-01-01,1.0,0.2,1.0,0
044fd265-79dd-43eb-afc4-8b20becf7e17,15d7ee5c-f9eb-4a3a-9721-0edb0b21f168,1,0.1,2016-01-01,2016-01-01,1.0,0.111111,0.0,1
044fd265-79dd-43eb-afc4-8b20becf7e17,272989c8-5535-492d-a25c-9f58803e027f,1,0.1,2016-01-01,2016-01-01,1.0,0.4,0.0,1
044fd265-79dd-43eb-afc4-8b20becf7e17,381086ea-f511-4aba-bdf9-71c753dc5077,1,0.1,2016-01-01,2016-01-01,1.0,0.615385,0.0,0
044fd265-79dd-43eb-afc4-8b20becf7e17,9032140b-c6ba-448d-8f05-5ac16e3aa165,1,0.1,2016-01-01,2016-01-01,1.0,0.222222,0.0,1
15d7ee5c-f9eb-4a3a-9721-0edb0b21f168,272989c8-5535-492d-a25c-9f58803e027f,1,0.1,2016-01-01,2016-01-01,1.0,0.2,0.0,1
15d7ee5c-f9eb-4a3a-9721-0edb0b21f168,381086ea-f511-4aba-bdf9-71c753dc5077,1,0.1,2016-01-01,2016-01-01,1.0,0.083333,0.0,1
15d7ee5c-f9eb-4a3a-9721-0edb0b21f168,9032140b-c6ba-448d-8f05-5ac16e3aa165,1,0.1,2016-01-01,2016-01-01,1.0,0.5,0.0,0
272989c8-5535-492d-a25c-9f58803e027f,381086ea-f511-4aba-bdf9-71c753dc5077,2,0.2,2016-01-01,2018-01-01,1.0,0.416667,0.0,1
272989c8-5535-492d-a25c-9f58803e027f,9032140b-c6ba-448d-8f05-5ac16e3aa165,2,0.2,2016-01-01,2018-01-01,1.0,0.4,0.0,1
381086ea-f511-4aba-bdf9-71c753dc5077,9032140b-c6ba-448d-8f05-5ac16e3aa165,3,0.247619,2016-01-01,2019-07-19,1.0,0.166667,0.0,1
01ad46b5-59c5-4295-a500-88742320ec3a,272989c8-5535-492d-a25c-9f58803e027f,1,0.333333,2016-01-01,2016-01-01,1.0,0.2,0.0,1
01ad46b5-59c5-4295-a500-88742320ec3a,73e5e69d-3554-40d8-8516-00cb38737a1c,1,0.333333,2016-01-01,2016-01-01,1.0,0.2,0.0,1
272989c8-5535-492d-a25c-9f58803e027f,73e5e69d-3554-40d8-8516-00cb38737a1c,1,0.333333,2016-01-01,2016-01-01,1.0,0.428571,0.0,1
272989c8-5535-492d-a25c-9f58803e027f,56756959-1e78-429c-b897-e1d056cb0225,1,0.1,2017-06-01,2017-06-01,1.0,0.333333,0.0,1
272989c8-5535-492d-a25c-9f58803e027f,5e652056-eacd-471d-96d8-636ecd73829c,1,0.1,2017-06-01,2017-06-01,1.0,0.2,0.0,1
272989c8-5535-492d-a25c-9f58803e027f,8e494408-8620-4c6a-82c2-c2ca4a1e4f12,1,0.1,2017-06-01,2017-06-01,1.0,0.444444,0.0,1
272989c8-5535-492d-a25c-9f58803e027f,f4e8368d-3570-45eb-bdf1-23987955b3e6,1,0.1,2017-06-01,2017-06-01,1.0,0.2,0.0,1
56756959-1e78-429c-b897-e1d056cb0225,5e652056-eacd-471d-96d8-636ecd73829c,1,0.1,2017-06-01,2017-06-01,1.0,0.090909,0.0,1
56756959-1e78-429c-b897-e1d056cb0225,8e494408-8620-4c6a-82c2-c2ca4a1e4f12,1,0.1,2017-06-01,2017-06-01,1.0,0.583333,0.0,0
56756959-1e78-429c-b897-e1d056cb0225,f4e8368d-3570-45eb-bdf1-23987955b3e6,1,0.1,2017-06-01,2017-06-01,1.0,0.090909,0.0,1
5e652056-eacd-471d-96d8-636ecd73829c,8e494408-8620-4c6a-82c2-c2ca4a1e4f12,1,0.1,2017-06-01,2017-06-01,1.0,0.125,0.0,1
5e652056-eacd-471d-96d8-636ecd73829c,f4e8368d-3570-45eb-bdf1-23987955b3e6,1,0.1,2017-06-01,2017-06-01,1.0,1.0,0.0,0
8e494408-8620-4c6a-82c2-c2ca4a1e4f12,f4e8368d-3570-45eb-bdf1-23987955b3e6,1,0.1,2017-06-01,2017-06-01,1.0,0.125,0.0,1
0b1b3996-d4e5-4b04-986c-340d57ae8d3b,272989c8-5535-492d-a25c-9f58803e027f,1,0.1,2018-01-01,2018-01-01,1.0,0.2,0.0,1
0b1b3996-d4e5-4b04-986c-340d57ae8d3b,381086ea-f511-4aba-bdf9-71c753dc5077,1,0.1,2018-01-01,2018-01-01,1.0,0.083333,0.0,1
0b1b3996-d4e5-4b04-986c-340d57ae8d3b,3da7c19e-9e09-41c3-8420-d834f6c95f51,1,0.1,2018-01-01,2018-01-01,1.0,1.0,0.0,0
0b1b3996-d4e5-4b04-986c-340d57ae8d3b,9032140b-c6ba-448d-8f05-5ac16e3aa165,1,0.1,2018-01-01,2018-01-01,1.0,0.5,0.0,0
272989c8-5535-492d-a25c-9f58803e027f,3da7c19e-9e09-41c3-8420-d834f6c95f51,1,0.1,2018-01-01,2018-01-01,1.0,0.2,0.0,1
381086ea-f511-4aba-bdf9-71c753dc5077,3da7c19e-9e09-41c3-8420-d834f6c95f51,1,0.1,2018-01-01,2018-01-01,1.0,0.083333,0.0,1
3da7c19e-9e09-41c3-8420-d834f6c95f51,9032140b-c6ba-448d-8f05-5ac16e3aa165,1,0.1,2018-01-01,2018-01-01,1.0,0.5,0.0,0
272989c8-5535-492d-a25c-9f58803e027f,2a11b7c9-12d6-495d-a577-7412dd1f7aca,1,0.1,2018-01-01,2018-01-01,1.0,0.2,1.0,0
272989c8-5535-492d-a25c-9f58803e027f,2f3c4d70-0462-40da-bba3-0aec5772c556,1,0.1,2018-01-01,2018-01-01,1.0,0.666667,0.333333,0
272989c8-5535-492d-a25c-9f58803e027f,91376b53-c37d-4eed-ac24-63d167af6885,1,0.1,2018-01-01,2018-01-01,1.0,0.4,1.0,0
272989c8-5535-492d-a25c-9f58803e027f,ba991ec6-049b-479f-9020-be2a84dc1473,1,0.1,2018-01-01,2018-01-01,1.0,0.2,1.0,0
2a11b7c9-12d6-495d-a577-7412dd1f7aca,2f3c4d70-0462-40da-bba3-0aec5772c556,2,0.135714,2017-10-29,2018-01-01,1.0,0.2,0.333333,1
2a11b7c9-12d6-495d-a577-7412dd1f7aca,91376b53-c37d-4eed-ac24-63d167af6885,2,0.135714,2017-10-29,2018-01-01,0.707946,0.5,1.0,0
